Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Family_Income_Score,Distance_Score,Activity_Hours,Weekly_Commute_Hours,Study_Variance,External_Load,Is_Critical,Risk_Score
15,74,High,Medium,Yes,8,79,Medium,Yes,0,High,Medium,Public,Negative,3,No,College,Near,Male,65,3,0.5,12,5,-5,17,False,14.333333333333334
16,76,Medium,Medium,No,7,59,Low,Yes,0,Low,Medium,Public,Neutral,2,No,College,Near,Female,62,1,0.5,0,5,-4,5,False,29.0
29,93,Medium,Medium,Yes,7,84,Medium,Yes,0,High,Medium,Public,Neutral,3,No,College,Moderate,Male,72,3,1.0,12,10,9,22,False,9.666666666666666
19,74,Medium,Low,Yes,5,65,High,No,1,Low,High,Public,Positive,3,No,High School,Near,Male,64,1,0.5,12,5,-1,17,False,43.0
20,83,Medium,Medium,Yes,7,75,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,67,2,0.5,12,5,0,17,False,17.0
15,63,High,High,Yes,9,63,Low,No,4,High,High,Private,Negative,3,No,College,Near,Male,64,3,0.5,12,5,-5,17,False,18.0
27,67,Low,Medium,No,6,54,Medium,Yes,0,Medium,Low,Private,Negative,2,No,High School,Far,Male,61,2,2.0,0,15,7,15,False,24.0
24,96,Medium,High,Yes,5,69,Medium,Yes,1,Low,Medium,Public,Positive,4,No,High School,Near,Male,72,1,0.5,12,5,4,17,False,21.0
32,84,Medium,Medium,Yes,8,87,Medium,No,2,Medium,Medium,Public,Positive,1,No,High School,Far,Male,70,2,2.0,12,15,12,27,True,21.5
15,98,Medium,High,No,8,61,Medium,Yes,4,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,70,1,1.0,0,10,-5,10,False,12.0
18,100,Medium,Medium,No,6,88,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,71,2,1.0,0,10,-2,10,False,5.0
21,75,High,High,No,7,83,Low,Yes,1,Medium,Medium,Public,Positive,2,No,College,Near,Female,68,2,0.5,0,5,1,5,False,15.0
24,72,Medium,Medium,No,7,75,Medium,Yes,3,High,Medium,Private,Neutral,2,No,College,Near,Female,68,3,0.5,0,5,4,5,False,11.0
19,94,High,High,No,7,99,Medium,Yes,0,Low,Medium,Public,Neutral,1,Yes,High School,Near,Male,70,1,0.5,0,5,-1,5,False,11.0
15,100,High,High,No,8,94,High,Yes,2,Medium,High,Public,Negative,3,No,College,Near,Male,73,2,0.5,0,5,-5,5,False,2.5
25,85,High,Medium,No,6,78,Low,Yes,2,Medium,High,Public,Neutral,1,No,High School,Far,Female,69,2,2.0,0,15,5,15,False,15.0
24,92,Medium,High,No,8,78,High,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,71,2,0.5,0,5,4,5,False,6.5
15,91,Low,Medium,No,6,64,Low,Yes,1,Low,High,Public,Positive,3,Yes,High School,Near,Male,64,1,0.5,0,5,-5,5,False,14.0
28,74,Medium,Medium,No,9,96,Low,Yes,0,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,68,2,0.5,0,5,8,5,False,15.5
27,83,Medium,Medium,No,10,95,Medium,Yes,0,High,Low,Private,Neutral,4,No,High School,Moderate,Female,69,3,1.0,0,10,7,10,False,9.0
21,93,High,Low,No,6,87,Medium,Yes,1,Low,High,Public,Positive,2,No,High School,Near,Female,70,1,0.5,0,5,1,5,False,12.0
23,61,Medium,High,Yes,8,85,Medium,Yes,1,Medium,High,Private,Positive,0,No,High School,Near,Male,66,2,0.5,12,5,3,17,False,28.0
15,73,Medium,High,No,7,63,Medium,Yes,2,Medium,Medium,Public,Neutral,5,No,Postgraduate,Moderate,Male,65,2,1.0,0,10,-5,10,False,18.5
20,66,Medium,High,Yes,8,59,Low,Yes,4,Medium,Medium,Public,Positive,3,No,College,Near,Male,66,2,0.5,12,5,0,17,False,25.5
7,69,Low,Medium,Yes,6,88,Medium,Yes,0,Low,High,Private,Negative,4,No,Postgraduate,Near,Female,61,1,0.5,12,5,-13,17,False,48.0
25,96,Low,Medium,No,7,98,Medium,Yes,0,Low,Medium,Public,Positive,2,No,High School,Near,Female,71,1,0.5,0,5,5,5,False,9.0
11,61,High,Low,Yes,6,55,Medium,Yes,5,High,Low,Public,Neutral,3,No,High School,Far,Male,60,3,2.0,12,15,-9,27,True,22.0
29,69,Medium,Medium,Yes,7,58,Medium,Yes,1,Low,Low,Public,Positive,2,No,College,Near,Male,66,1,0.5,12,5,9,17,False,48.0
18,72,Low,Low,Yes,5,61,Low,Yes,1,Medium,Medium,Private,Negative,4,No,College,Moderate,Male,61,2,1.0,12,10,-2,22,False,25.0
19,85,Medium,Medium,Yes,7,98,High,Yes,2,Medium,Medium,Public,Negative,3,Yes,High School,Moderate,Female,68,2,1.0,12,10,-1,22,False,18.5
16,81,Medium,High,Yes,5,85,High,No,2,Low,Medium,Public,Positive,3,No,College,Near,Male,68,1,0.5,12,5,-4,17,False,36.0
18,69,Medium,Medium,Yes,6,84,Medium,Yes,2,Low,Medium,Public,Positive,4,No,High School,Near,Male,65,1,0.5,12,5,-2,17,False,48.0
29,67,High,Low,No,7,75,Medium,No,3,Low,Medium,Public,Neutral,1,No,High School,Near,Female,65,1,0.5,0,5,9,5,False,38.0
5,69,Medium,Medium,Yes,8,77,Medium,No,2,Low,High,Public,Negative,2,No,College,Near,Female,60,1,0.5,12,5,-15,17,False,48.0
28,80,Low,Medium,No,8,65,Low,Yes,2,Low,Medium,Private,Neutral,2,No,College,Near,Male,67,1,0.5,0,5,8,5,False,25.0
22,71,High,Medium,No,8,58,Medium,No,2,Low,Medium,Public,Negative,4,No,College,Near,Female,65,1,0.5,0,5,2,5,False,34.0
13,98,High,Medium,Yes,5,89,High,Yes,1,High,Medium,Public,Negative,3,No,High School,Near,Male,70,3,0.5,12,5,-7,17,False,6.333333333333333
14,79,Medium,Medium,No,9,74,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,64,2,0.5,0,5,-6,5,False,13.0
30,62,Medium,High,Yes,6,63,Medium,Yes,2,Low,High,Public,Positive,4,No,High School,Moderate,Male,68,1,1.0,12,10,10,22,False,60.0
14,89,High,Medium,No,6,82,High,Yes,2,Medium,Medium,Public,Negative,4,No,College,Moderate,Female,69,2,1.0,0,10,-6,10,False,10.5
13,73,Medium,High,Yes,7,60,High,Yes,0,High,High,Public,Neutral,3,No,College,Near,Female,65,3,0.5,12,5,-7,17,False,14.666666666666666
27,86,Medium,Medium,No,6,74,Medium,Yes,2,High,High,Private,Neutral,3,No,High School,Near,Male,71,3,0.5,0,5,7,5,False,6.333333333333333
22,71,Medium,Medium,Yes,8,60,Low,Yes,1,Medium,High,Public,Neutral,4,No,High School,Moderate,Female,65,2,1.0,12,10,2,22,False,25.5
14,83,Medium,High,Yes,8,88,Low,Yes,0,High,Medium,Public,Negative,2,Yes,High School,Moderate,Male,65,3,1.0,12,10,-6,22,False,13.0
21,91,Medium,Medium,Yes,6,66,High,Yes,0,Medium,Medium,Public,Positive,2,Yes,College,Far,Female,68,2,2.0,12,15,1,27,True,18.0
14,97,Medium,Low,No,7,72,High,Yes,1,Low,Low,Public,Neutral,3,No,High School,Near,Female,66,1,0.5,0,5,-6,5,False,8.0
27,70,Low,Low,Yes,7,88,Medium,No,1,High,Medium,Public,Neutral,3,No,High School,Near,Male,65,3,0.5,12,5,7,17,False,15.666666666666666
26,73,High,High,Yes,8,83,Low,Yes,2,Medium,Medium,Public,Positive,4,No,College,Near,Male,71,2,0.5,12,5,6,17,False,22.0
23,79,Low,Medium,Yes,6,70,Medium,Yes,3,Medium,High,Public,Negative,4,No,Postgraduate,Moderate,Female,68,2,1.0,12,10,3,22,False,21.5
22,97,Medium,Medium,Yes,6,54,Medium,No,2,High,Medium,Public,Neutral,2,No,College,Near,Male,70,3,0.5,12,5,2,17,False,6.666666666666667
20,64,High,Low,Yes,6,50,High,Yes,0,Low,Medium,Private,Neutral,2,No,High School,Near,Male,62,1,0.5,12,5,0,17,False,53.0
13,65,Medium,High,No,5,87,Low,Yes,1,Medium,Medium,Public,Positive,2,Yes,High School,Moderate,Female,61,2,1.0,0,10,-7,10,False,22.5
23,80,High,High,Yes,6,97,Medium,Yes,0,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,70,2,0.5,12,5,3,17,False,18.5
14,74,Medium,Medium,Yes,8,54,High,Yes,2,Low,Low,Public,Neutral,2,No,High School,Moderate,Male,62,1,1.0,12,10,-6,22,False,48.0
18,66,High,High,No,9,62,Medium,Yes,2,High,Medium,Public,Neutral,4,No,High School,Moderate,Female,65,3,1.0,0,10,-2,10,False,14.666666666666666
22,85,High,Medium,No,6,66,Low,Yes,0,Low,Medium,Private,Positive,4,No,College,Near,Male,68,1,0.5,0,5,2,5,False,20.0
20,98,Medium,High,Yes,4,73,Medium,Yes,2,Medium,Low,Private,Positive,1,No,High School,Far,Male,70,2,2.0,12,15,0,27,True,14.5
14,100,Medium,Low,No,7,76,Low,Yes,1,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Female,68,2,0.5,0,5,-6,5,False,2.5
27,75,Low,Medium,No,10,86,Medium,No,3,Medium,Medium,Private,Positive,6,No,Postgraduate,Near,Female,69,2,0.5,0,5,7,5,False,15.0
34,84,Medium,High,Yes,6,95,Medium,Yes,1,Low,Medium,Private,Neutral,3,No,Postgraduate,Far,Male,73,1,2.0,12,15,14,27,True,43.0
21,94,Medium,Medium,Yes,7,73,Medium,Yes,1,Medium,Medium,Private,Positive,5,No,College,Near,Female,71,2,0.5,12,5,1,17,False,11.5
15,65,Low,High,Yes,5,87,Medium,Yes,0,Low,High,Private,Neutral,4,No,High School,Near,Female,63,1,0.5,12,5,-5,17,False,52.0
11,88,High,Medium,Yes,7,56,Low,Yes,2,Medium,Medium,Public,Neutral,2,No,College,Near,Male,66,2,0.5,12,5,-9,17,False,14.5
22,76,High,Low,Yes,7,66,Low,Yes,1,Low,High,Private,Positive,4,No,Postgraduate,Near,Male,67,1,0.5,12,5,2,17,False,41.0
23,76,Medium,Low,Yes,5,85,Medium,Yes,1,Medium,Low,Public,Neutral,3,No,High School,Near,Female,66,2,0.5,12,5,3,17,False,20.5
20,63,High,High,Yes,5,95,Medium,Yes,2,High,High,Public,Positive,3,No,College,Near,Male,69,3,0.5,12,5,0,17,False,18.0
16,88,Medium,High,Yes,5,94,High,Yes,4,Medium,Medium,Private,Positive,6,No,College,Moderate,Male,72,2,1.0,12,10,-4,22,False,17.0
13,70,Medium,High,Yes,6,66,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,High School,Near,Male,63,2,0.5,12,5,-7,17,False,23.5
25,72,Medium,High,Yes,8,62,Medium,Yes,2,Low,Medium,Public,Positive,2,No,High School,Near,Female,67,1,0.5,12,5,5,17,False,45.0
25,65,Low,Medium,No,6,64,Medium,Yes,1,Medium,Medium,Private,Negative,4,No,College,Near,Male,64,2,0.5,0,5,5,5,False,20.0
11,95,Medium,Medium,Yes,9,64,High,Yes,4,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,68,1,1.0,12,10,-9,22,False,27.0
30,80,High,High,No,6,54,High,Yes,1,High,Medium,Public,Positive,3,No,High School,Moderate,Female,71,3,1.0,0,10,10,10,False,10.0
23,83,Medium,Low,Yes,7,57,Medium,No,2,Medium,High,Public,Positive,4,No,High School,Moderate,Female,67,2,1.0,12,10,3,22,False,19.5
28,83,Medium,Low,No,8,61,Medium,Yes,1,Low,Medium,Private,Negative,5,Yes,Postgraduate,Near,Male,67,1,0.5,0,5,8,5,False,22.0
12,76,Medium,Medium,Yes,9,50,Medium,Yes,2,Medium,High,Public,Negative,3,No,College,Near,Male,64,2,0.5,12,5,-8,17,False,20.5
12,68,High,Low,No,6,52,Low,Yes,5,High,High,Public,Neutral,3,No,College,Near,Male,63,3,0.5,0,5,-8,5,False,12.333333333333334
19,90,High,High,No,8,85,Medium,Yes,2,Medium,Medium,Public,Neutral,4,No,College,Near,Male,72,2,0.5,0,5,-1,5,False,7.5
23,65,Low,Medium,Yes,6,81,Low,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Near,Female,63,1,0.5,12,5,3,17,False,52.0
31,64,High,Medium,No,10,97,Low,Yes,2,Medium,Medium,Private,Negative,4,No,High School,Far,Female,67,2,2.0,0,15,11,15,False,25.5
24,88,Low,Medium,Yes,5,70,Medium,No,1,Low,Medium,Private,Positive,2,No,Postgraduate,Near,Male,68,1,0.5,12,5,4,17,False,29.0
19,68,Low,High,Yes,8,72,High,Yes,2,Low,High,Private,Neutral,3,No,College,Far,Male,64,1,2.0,12,15,-1,27,True,59.0
14,72,Medium,High,No,9,53,Medium,Yes,4,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Male,65,2,0.5,0,5,-6,5,False,16.5
27,79,Medium,Low,Yes,5,58,High,Yes,2,Medium,Medium,Private,Neutral,1,No,Postgraduate,Far,Female,68,2,2.0,12,15,7,27,True,24.0
14,78,Medium,High,Yes,8,85,Medium,Yes,2,Low,Medium,Private,Negative,4,No,High School,Near,Male,66,1,0.5,12,5,-6,17,False,39.0
30,88,Medium,Medium,Yes,6,62,High,Yes,4,Low,Medium,Private,Positive,5,No,College,Far,Female,73,1,2.0,12,15,10,27,True,39.0
18,85,Low,Medium,Yes,10,89,Medium,Yes,1,High,Medium,Private,Positive,3,No,High School,Near,Female,68,3,0.5,12,5,-2,17,False,10.666666666666666
30,86,Medium,High,No,4,85,High,Yes,2,Medium,Medium,Private,Neutral,5,Yes,Postgraduate,Far,Male,72,2,2.0,0,15,10,15,False,14.5
24,89,Medium,Medium,Yes,5,87,Medium,No,3,High,Medium,Public,Neutral,0,No,High School,Near,Female,70,3,0.5,12,5,4,17,False,9.333333333333334
19,72,Medium,Medium,Yes,5,85,High,Yes,1,Low,Medium,Private,Neutral,4,No,College,Near,Female,66,1,0.5,12,5,-1,17,False,45.0
17,73,Low,Medium,Yes,5,85,High,Yes,3,Medium,Medium,Public,Positive,1,No,College,Near,Female,66,2,0.5,12,5,-3,17,False,22.0
18,78,Low,Low,Yes,8,77,Medium,Yes,2,Medium,High,Private,Neutral,4,No,College,Near,Female,66,2,0.5,12,5,-2,17,False,19.5
23,72,High,Low,Yes,10,84,Low,Yes,2,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,65,1,1.0,12,10,3,22,False,50.0
20,99,High,Low,Yes,9,76,High,Yes,2,Low,Medium,Public,Neutral,5,No,College,Far,Male,71,1,2.0,12,15,0,27,True,28.0
16,93,Low,Medium,Yes,7,60,Medium,Yes,1,Medium,Medium,Public,Positive,1,No,High School,Moderate,Female,66,2,1.0,12,10,-4,22,False,14.5
20,60,Medium,Medium,Yes,6,70,Medium,Yes,2,Low,Medium,Public,Neutral,3,Yes,Postgraduate,Near,Female,63,1,0.5,12,5,0,17,False,57.0
7,62,High,Medium,Yes,8,51,Low,Yes,0,Medium,Low,Public,Positive,3,No,College,Moderate,Male,58,2,1.0,12,10,-13,22,False,30.0
14,65,High,Medium,No,7,63,Medium,Yes,2,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,61,1,1.0,0,10,-6,10,False,45.0
13,81,Medium,High,No,6,53,Low,Yes,2,Low,Medium,Public,Positive,4,No,High School,Near,Male,65,1,0.5,0,5,-7,5,False,24.0
10,94,High,Low,No,5,71,Medium,Yes,1,High,Medium,Public,Positive,3,No,High School,Moderate,Male,67,3,1.0,0,10,-10,10,False,5.333333333333333
9,89,Low,High,Yes,7,91,Medium,Yes,1,High,Low,Public,Neutral,3,No,Postgraduate,Near,Male,67,3,0.5,12,5,-11,17,False,9.333333333333334
12,69,High,Low,No,7,70,Medium,Yes,1,Medium,Medium,Private,Positive,4,No,High School,Near,Male,62,2,0.5,0,5,-8,5,False,18.0
16,76,Medium,High,Yes,6,63,High,Yes,0,Low,Medium,Public,Positive,1,No,High School,Near,Female,86,1,0.5,12,5,-4,17,False,41.0
32,80,High,Medium,No,6,77,Low,Yes,0,Medium,Medium,Public,Neutral,5,No,College,Near,Male,71,2,0.5,0,5,12,5,False,12.5
17,92,Medium,Medium,Yes,8,79,Medium,Yes,1,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,70,1,0.5,12,5,-3,17,False,25.0
21,94,Medium,Medium,No,8,88,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,71,2,0.5,0,5,1,5,False,5.5
22,96,High,Low,No,10,90,High,Yes,2,Low,Medium,Public,Neutral,3,Yes,College,Moderate,Male,71,1,1.0,0,10,2,10,False,14.0
21,80,High,High,Yes,9,85,Low,Yes,1,High,Medium,Public,Negative,3,No,College,Near,Female,70,3,0.5,12,5,1,17,False,12.333333333333334
20,88,Medium,High,Yes,5,50,Medium,No,2,Low,Medium,Public,Neutral,5,No,High School,Moderate,Male,67,1,1.0,12,10,0,22,False,34.0
13,64,Medium,Low,Yes,7,50,High,Yes,0,Medium,Low,Public,Positive,4,No,High School,Near,Male,60,2,0.5,12,5,-7,17,False,26.5
29,83,High,High,No,5,99,Medium,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Female,73,2,0.5,0,5,9,5,False,11.0
31,70,High,Low,Yes,4,63,High,Yes,1,Medium,Medium,Public,Neutral,2,Yes,High School,Near,Female,67,2,0.5,12,5,11,17,False,23.5
10,77,Low,High,Yes,10,64,High,Yes,1,Low,Medium,Private,Negative,3,Yes,College,Near,Female,62,1,0.5,12,5,-10,17,False,40.0
14,85,Medium,High,No,9,87,High,Yes,0,Medium,Medium,Public,Negative,3,No,College,Near,Female,67,2,0.5,0,5,-6,5,False,10.0
18,70,High,Low,No,6,79,Medium,Yes,1,Medium,High,Public,Positive,2,No,College,Near,Female,65,2,0.5,0,5,-2,5,False,17.5
14,62,Medium,Medium,No,9,73,Medium,Yes,1,Low,Medium,Public,Neutral,6,No,High School,Near,Male,61,1,0.5,0,5,-6,5,False,43.0
23,60,High,Medium,Yes,9,56,Low,No,0,Low,Medium,Private,Negative,4,No,High School,Moderate,Female,61,1,1.0,12,10,3,22,False,62.0
16,61,High,Medium,No,4,54,Low,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Near,Female,60,1,0.5,0,5,-4,5,False,44.0
33,60,High,High,No,8,85,Low,Yes,4,Low,Low,Public,Negative,3,No,High School,Near,Male,68,1,0.5,0,5,13,5,False,45.0
27,64,High,Medium,Yes,6,56,Low,Yes,0,Low,High,Public,Neutral,5,No,College,Moderate,Female,65,1,1.0,12,10,7,22,False,58.0
21,70,High,High,Yes,8,72,Low,Yes,3,Medium,Low,Public,Neutral,1,No,Postgraduate,Moderate,Female,67,2,1.0,12,10,1,22,False,26.0
26,69,High,Low,No,10,87,Low,Yes,2,Medium,Low,Public,Positive,2,No,Postgraduate,Near,Male,67,2,0.5,0,5,6,5,False,18.0
27,99,High,Medium,No,9,96,Low,Yes,0,High,Medium,Private,Positive,2,No,College,Moderate,Male,74,3,1.0,0,10,7,10,False,3.6666666666666665
17,72,Low,Medium,No,7,94,Low,Yes,4,Medium,Medium,Public,Positive,2,No,High School,Far,Female,64,2,2.0,0,15,-3,15,False,21.5
15,65,Medium,High,Yes,9,93,Low,Yes,2,Low,Low,Private,Neutral,3,No,College,Near,Male,64,1,0.5,12,5,-5,17,False,52.0
20,82,Medium,Low,Yes,4,68,Medium,Yes,2,Low,High,Public,Neutral,3,No,High School,Near,Male,67,1,0.5,12,5,0,17,False,35.0
25,94,High,High,No,8,96,High,Yes,6,Medium,Medium,Public,Negative,3,Yes,High School,Far,Female,74,2,2.0,0,15,5,15,False,10.5
21,87,Medium,Medium,Yes,8,84,High,Yes,1,Low,Low,Private,Positive,2,No,College,Near,Male,69,1,0.5,12,5,1,17,False,30.0
11,72,Low,Medium,No,8,94,High,Yes,1,Low,Low,Public,Positive,2,No,High School,Near,Male,62,1,0.5,0,5,-9,5,False,33.0
20,89,High,High,Yes,8,52,Low,Yes,2,Medium,Medium,Public,Negative,3,No,College,Moderate,Female,69,2,1.0,12,10,0,22,False,16.5
20,89,High,Medium,Yes,8,71,Medium,Yes,1,Medium,Medium,Public,Negative,1,No,Postgraduate,Far,Male,68,2,2.0,12,15,0,27,True,19.0
32,87,High,Medium,Yes,4,91,Medium,Yes,2,High,Medium,Public,Neutral,2,No,High School,Moderate,Female,74,3,1.0,12,10,12,22,False,11.666666666666666
12,95,Medium,Medium,No,7,70,Medium,Yes,4,Medium,High,Public,Positive,3,No,High School,Far,Male,68,2,2.0,0,15,-8,15,False,10.0
23,95,Medium,Medium,Yes,6,94,High,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,73,2,0.5,12,5,3,17,False,11.0
29,83,Medium,Low,No,8,62,Low,Yes,4,High,Medium,Public,Negative,5,No,College,Near,Male,70,3,0.5,0,5,9,5,False,7.333333333333333
34,77,Medium,High,No,9,52,Medium,Yes,0,Medium,Medium,Private,Neutral,4,No,High School,Moderate,Female,69,2,1.0,0,10,14,10,False,16.5
18,86,Medium,Medium,Yes,6,88,Medium,Yes,2,Medium,High,Public,Neutral,2,No,College,Far,Male,68,2,2.0,12,15,-2,27,True,20.5
23,93,Medium,High,No,5,81,High,Yes,2,Low,Medium,Private,Negative,1,No,College,Near,Male,71,1,0.5,0,5,3,5,False,12.0
23,60,Low,Medium,No,7,72,Low,Yes,3,High,Medium,Public,Neutral,2,No,College,Near,Female,64,3,0.5,0,5,3,5,False,15.0
21,100,Medium,Medium,No,5,92,Low,Yes,3,Low,Low,Public,Positive,3,Yes,Postgraduate,Near,Male,71,1,0.5,0,5,1,5,False,5.0
19,67,Medium,Medium,No,7,91,Medium,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Female,65,1,0.5,0,5,-1,5,False,38.0
23,79,Low,Medium,Yes,7,66,High,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,68,3,0.5,12,5,3,17,False,12.666666666666666
5,95,Medium,High,Yes,8,92,Low,Yes,1,Low,High,Private,Neutral,2,No,College,Near,Female,67,1,0.5,12,5,-15,17,False,22.0
24,69,Medium,High,Yes,7,67,Medium,Yes,2,Medium,High,Public,Negative,4,No,Postgraduate,Far,Male,67,2,2.0,12,15,4,27,True,29.0
21,79,Medium,Low,Yes,7,81,Low,Yes,2,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,67,2,0.5,12,5,1,17,False,19.0
19,65,Medium,High,Yes,9,60,Low,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,63,1,1.0,12,10,-1,22,False,57.0
32,76,Medium,Medium,No,7,63,Medium,Yes,0,Medium,Low,Public,Positive,3,No,High School,Near,Female,68,2,0.5,0,5,12,5,False,14.5
16,67,High,High,Yes,6,72,Medium,Yes,1,Low,High,Public,Positive,3,No,Postgraduate,Near,Female,66,1,0.5,12,5,-4,17,False,50.0
18,75,Medium,Medium,Yes,7,66,High,Yes,1,High,High,Public,Positive,4,No,High School,Near,Male,67,3,0.5,12,5,-2,17,False,14.0
32,75,Medium,Low,Yes,6,56,Medium,Yes,3,Medium,Medium,Public,Neutral,2,No,College,Moderate,Female,68,2,1.0,12,10,12,22,False,23.5
15,100,High,Medium,Yes,5,74,Medium,Yes,2,High,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,72,3,0.5,12,5,-5,17,False,5.666666666666667
17,100,Medium,Medium,No,5,76,Low,Yes,3,Low,High,Private,Neutral,3,No,Postgraduate,Moderate,Female,70,1,1.0,0,10,-3,10,False,10.0
19,65,Low,High,No,9,58,Low,Yes,3,Medium,Medium,Public,Negative,4,No,High School,Moderate,Female,62,2,1.0,0,10,-1,10,False,22.5
25,89,Medium,Low,Yes,6,59,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,College,Near,Female,69,1,0.5,12,5,5,17,False,28.0
21,62,Medium,Low,Yes,7,51,Low,Yes,0,Low,Medium,Private,Positive,4,No,High School,Near,Female,61,1,0.5,12,5,1,17,False,55.0
12,61,Medium,Low,Yes,7,52,Low,Yes,2,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,58,1,1.0,12,10,-8,22,False,61.0
17,64,Low,Medium,No,7,68,Medium,Yes,5,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,63,2,0.5,0,5,-3,5,False,20.5
16,99,High,Medium,No,9,57,High,No,4,Medium,Medium,Public,Positive,3,No,College,Near,Female,71,2,0.5,0,5,-4,5,False,3.0
20,98,Low,Medium,Yes,7,96,Low,No,1,Low,High,Public,Positive,3,No,College,Near,Female,70,1,0.5,12,5,0,17,False,19.0
23,68,High,Medium,No,6,60,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Female,64,1,0.5,0,5,3,5,False,37.0
23,66,High,Low,No,6,53,Low,Yes,2,Medium,Medium,Public,Positive,1,No,College,Far,Male,63,2,2.0,0,15,3,15,False,24.5
9,70,High,Medium,Yes,8,70,Low,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,63,2,0.5,12,5,-11,17,False,23.5
26,81,High,Low,No,8,60,High,Yes,2,Low,High,Public,Positive,5,No,Postgraduate,Near,Female,71,1,0.5,0,5,6,5,False,24.0
22,83,Low,High,Yes,8,53,Medium,No,0,Low,Low,Public,Negative,2,No,Postgraduate,Near,Female,65,1,0.5,12,5,2,17,False,34.0
28,69,High,High,No,7,88,Low,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,68,1,1.0,0,10,8,10,False,41.0
23,90,Medium,High,Yes,5,78,High,No,1,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Male,70,2,1.0,12,10,3,22,False,16.0
27,72,High,High,Yes,8,53,Medium,Yes,3,Medium,Low,Public,Neutral,3,No,High School,Far,Female,68,2,2.0,12,15,7,27,True,27.5
23,97,Medium,High,No,7,73,Medium,No,3,Low,Medium,Private,Negative,1,No,High School,Moderate,Male,69,1,1.0,0,10,3,10,False,13.0
28,86,Medium,Medium,Yes,7,52,Medium,Yes,0,Medium,Medium,Public,Positive,5,No,College,Near,Male,70,2,0.5,12,5,8,17,False,15.5
23,77,High,Medium,No,5,68,Low,Yes,0,High,High,Private,Positive,3,Yes,High School,Near,Male,67,3,0.5,0,5,3,5,False,9.333333333333334
19,92,Low,High,Yes,6,68,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,69,2,0.5,12,5,-1,17,False,12.5
25,72,Medium,Medium,Yes,8,87,Low,Yes,3,Medium,Low,Public,Positive,3,No,Postgraduate,Moderate,Male,68,2,1.0,12,10,5,22,False,25.0
23,74,High,Medium,No,8,95,Medium,Yes,2,Low,Medium,Public,Negative,2,No,College,Far,Female,67,1,2.0,0,15,3,15,False,41.0
12,97,Medium,High,Yes,7,57,Low,Yes,0,Low,Medium,Private,Positive,4,No,College,Moderate,Female,67,1,1.0,12,10,-8,22,False,25.0
12,67,Medium,High,Yes,8,77,Medium,Yes,2,Low,High,Private,Positive,3,No,College,Near,Male,64,1,0.5,12,5,-8,17,False,50.0
22,62,High,Medium,No,9,51,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Near,Male,63,1,0.5,0,5,2,5,False,43.0
21,78,Low,High,No,8,91,Medium,No,1,Medium,Low,Private,Negative,5,No,Postgraduate,Near,Female,67,2,0.5,0,5,1,5,False,13.5
16,92,Medium,High,Yes,8,68,Medium,Yes,1,Medium,High,Public,Positive,2,No,High School,Near,Male,70,2,0.5,12,5,-4,17,False,12.5
