Hours_Studied,Attendance,Family_Income,Parental_Education_Level,Exam_Score,Family_Income_Score,Distance_Score,Activity_Hours,Weekly_Commute_Hours,Study_Variance,External_Load,Is_Critical,Risk_Score
17,85,Medium,High School,67,2,0.5,12,5,-3,17,False,16.0
22,83,Medium,High School,68,2,0.5,12,5,2,17,False,17.0
26,84,Medium,High School,71,2,1.0,0,10,6,10,False,13.0
19,82,Low,College,67,1,0.5,0,5,-1,5,False,23.0
26,71,Low,Postgraduate,69,1,1.0,12,10,6,22,False,51.0
29,70,Medium,College,67,2,0.5,12,5,9,17,False,23.5
15,65,Low,High School,61,1,1.0,12,10,-5,22,False,57.0
15,94,Medium,High School,68,2,1.0,0,10,-5,10,False,8.0
19,85,Medium,High School,67,2,0.5,12,5,-1,17,False,16.0
22,67,Medium,College,64,2,1.0,12,10,2,22,False,27.5
17,67,Medium,High School,63,2,1.0,12,10,-3,22,False,27.5
28,95,High,College,72,3,0.5,0,5,8,5,False,3.3333333333333335
23,90,Low,High School,69,1,1.0,0,10,3,10,False,20.0
20,86,High,High School,66,3,2.0,0,15,0,15,False,9.666666666666666
11,76,High,College,64,3,0.5,12,5,-9,17,False,13.666666666666666
12,70,Medium,High School,61,2,0.5,12,5,-8,17,False,23.5
22,99,Low,High School,71,1,0.5,12,5,2,17,False,18.0
7,92,High,High School,63,3,0.5,12,5,-13,17,False,8.333333333333334
26,72,Medium,High School,65,2,0.5,0,5,6,5,False,16.5
19,94,High,College,71,3,0.5,12,5,-1,17,False,7.666666666666667
39,90,Medium,High School,78,2,0.5,0,5,19,5,False,7.5
34,72,High,Postgraduate,73,3,0.5,12,5,14,17,False,15.0
19,77,Low,College,65,1,0.5,0,5,-1,5,False,28.0
19,67,Medium,Postgraduate,66,2,0.5,12,5,-1,17,False,25.0
26,64,Medium,High School,66,2,0.5,12,5,6,17,False,26.5
30,89,High,Postgraduate,74,3,1.0,0,10,10,10,False,7.0
10,71,High,High School,62,3,0.5,0,5,-10,5,False,11.333333333333334
9,93,Medium,College,66,2,0.5,12,5,-11,17,False,12.0
16,100,Low,High School,71,1,0.5,0,5,-4,5,False,5.0
23,63,High,High School,67,3,0.5,12,5,3,17,False,18.0
23,79,Medium,College,69,2,0.5,12,5,3,17,False,19.0
26,92,High,High School,72,3,1.0,0,10,6,10,False,6.0
13,92,High,Postgraduate,72,3,0.5,12,5,-7,17,False,8.333333333333334
6,90,Medium,High School,65,2,2.0,12,15,-14,27,True,18.5
25,74,Medium,Postgraduate,71,2,0.5,0,5,5,5,False,15.5
15,78,High,College,64,3,0.5,0,5,-5,5,False,9.0
8,84,Low,High School,61,1,1.0,12,10,-12,22,False,38.0
21,99,High,College,69,3,1.0,12,10,1,22,False,7.666666666666667
25,73,Low,High School,65,1,1.0,12,10,5,22,False,49.0
19,97,Low,College,69,1,2.0,12,15,-1,27,True,30.0
17,71,High,High School,64,3,0.5,0,5,-3,5,False,11.333333333333334
19,100,High,Postgraduate,69,3,1.0,12,10,-1,22,False,7.333333333333333
18,87,Low,High School,68,1,0.5,12,5,-2,17,False,30.0
12,79,High,College,63,3,1.0,0,10,-8,10,False,10.333333333333334
16,85,Medium,High School,66,2,0.5,0,5,-4,5,False,10.0
22,71,Medium,High School,66,2,1.0,12,10,2,22,False,25.5
21,65,Medium,Postgraduate,67,2,0.5,0,5,1,5,False,20.0
14,65,Low,High School,62,1,0.5,12,5,-6,17,False,52.0
19,74,Low,High School,66,1,0.5,12,5,-1,17,False,43.0
7,91,High,Postgraduate,68,3,1.0,0,10,-13,10,False,6.333333333333333
21,84,High,High School,68,3,1.0,12,10,1,22,False,12.666666666666666
29,64,Low,High School,63,1,1.0,0,10,9,10,False,46.0
11,94,Medium,College,66,2,1.0,12,10,-9,22,False,14.0
22,98,High,High School,72,3,0.5,12,5,2,17,False,6.333333333333333
28,87,Low,Postgraduate,70,1,0.5,0,5,8,5,False,18.0
17,67,Medium,High School,63,2,0.5,0,5,-3,5,False,19.0
16,79,Low,High School,65,1,0.5,0,5,-4,5,False,26.0
8,86,Low,College,65,1,0.5,12,5,-12,17,False,31.0
21,61,Medium,Postgraduate,66,2,0.5,0,5,1,5,False,22.0
32,61,High,High School,68,3,1.0,12,10,12,22,False,20.333333333333332
22,65,Medium,College,64,2,0.5,12,5,2,17,False,26.0
20,70,Medium,College,66,2,1.0,0,10,0,10,False,20.0
22,77,High,High School,68,3,1.0,12,10,2,22,False,15.0
20,79,Low,High School,64,1,1.0,12,10,0,22,False,43.0
15,66,Medium,College,62,2,2.0,0,15,-5,15,False,24.5
25,87,Low,High School,67,1,0.5,12,5,5,17,False,30.0
21,84,Low,High School,67,1,1.0,0,10,1,10,False,26.0
20,72,Medium,Postgraduate,65,2,1.0,0,10,0,10,False,19.0
14,61,Low,High School,59,1,0.5,12,5,-6,17,False,56.0
28,63,Low,High School,66,1,1.0,12,10,8,22,False,59.0
24,76,Medium,High School,68,2,0.5,0,5,4,5,False,14.5
17,66,High,High School,63,3,0.5,0,5,-3,5,False,13.0
26,75,Medium,College,68,2,0.5,12,5,6,17,False,21.0
17,85,Medium,College,68,2,2.0,12,15,-3,27,True,21.0
15,82,Low,High School,66,1,1.0,12,10,-5,22,False,40.0
23,85,High,College,68,3,0.5,12,5,3,17,False,10.666666666666666
9,94,Low,College,66,1,0.5,0,5,-11,5,False,11.0
13,90,High,College,69,3,1.0,0,10,-7,10,False,6.666666666666667
8,82,Low,Postgraduate,64,1,0.5,12,5,-12,17,False,35.0
19,74,High,Postgraduate,68,3,0.5,0,5,-1,5,False,10.333333333333334
19,75,Low,High School,66,1,0.5,0,5,-1,5,False,30.0
18,95,Low,High School,68,1,0.5,0,5,-2,5,False,10.0
14,62,Medium,High School,62,2,1.0,12,10,-6,22,False,30.0
13,100,Low,Postgraduate,68,1,0.5,12,5,-7,17,False,17.0
23,87,Low,College,69,1,1.0,0,10,3,10,False,23.0
17,87,Low,High School,70,1,1.0,12,10,-3,22,False,35.0
22,62,Low,College,65,1,0.5,12,5,2,17,False,55.0
15,84,Medium,College,68,2,0.5,12,5,-5,17,False,16.5
21,79,Low,Postgraduate,67,1,0.5,0,5,1,5,False,26.0
28,64,Low,College,64,1,2.0,12,15,8,27,True,63.0
18,96,Medium,High School,67,2,0.5,12,5,-2,17,False,10.5
22,82,Low,High School,66,1,1.0,0,10,2,10,False,28.0
19,77,Low,High School,67,1,0.5,12,5,-1,17,False,40.0
20,63,Medium,High School,63,2,2.0,12,15,0,27,True,32.0
18,89,High,High School,69,3,1.0,12,10,-2,22,False,11.0
19,88,Medium,High School,70,2,0.5,0,5,-1,5,False,8.5
21,85,High,High School,70,3,1.0,12,10,1,22,False,12.333333333333334
14,80,High,Postgraduate,65,3,0.5,0,5,-6,5,False,8.333333333333334
14,77,Medium,Postgraduate,64,2,1.0,0,10,-6,10,False,16.5
12,84,Medium,College,67,2,1.0,12,10,-8,22,False,19.0
10,69,Medium,High School,61,2,0.5,0,5,-10,5,False,18.0
13,98,Low,College,70,1,0.5,12,5,-7,17,False,19.0
21,84,High,College,68,3,2.0,0,15,1,15,False,10.333333333333334
15,72,Medium,High School,64,2,0.5,12,5,-5,17,False,22.5
23,78,High,High School,68,3,1.0,0,10,3,10,False,10.666666666666666
20,92,Medium,High School,68,2,0.5,0,5,0,5,False,6.5
24,72,Low,College,65,1,1.0,12,10,4,22,False,50.0
25,87,Low,High School,69,1,0.5,12,5,5,17,False,30.0
14,73,Low,College,63,1,1.0,0,10,-6,10,False,37.0
23,92,Low,College,69,1,0.5,12,5,3,17,False,25.0
15,65,High,High School,61,3,0.5,12,5,-5,17,False,17.333333333333332
21,91,Low,College,69,1,2.0,12,15,1,27,True,36.0
12,63,High,College,62,3,0.5,0,5,-8,5,False,14.0
9,61,Medium,Postgraduate,58,2,2.0,12,15,-11,27,True,33.0
18,96,Medium,High School,71,2,2.0,12,15,-2,27,True,15.5
19,83,Medium,Postgraduate,69,2,2.0,0,15,-1,15,False,16.0
18,74,High,Postgraduate,68,3,1.0,0,10,-2,10,False,12.0
13,69,Medium,College,61,2,0.5,0,5,-7,5,False,18.0
18,85,Low,College,67,1,2.0,12,15,-2,27,True,42.0
22,80,Medium,Postgraduate,68,2,0.5,12,5,2,17,False,18.5
20,100,Low,High School,72,1,0.5,12,5,0,17,False,17.0
21,99,Medium,College,71,2,0.5,12,5,1,17,False,9.0
16,85,Medium,High School,67,2,0.5,12,5,-4,17,False,16.0
27,78,Medium,Postgraduate,68,2,1.0,0,10,7,10,False,16.0
13,80,High,High School,64,3,0.5,0,5,-7,5,False,8.333333333333334
23,87,High,High School,73,3,0.5,0,5,3,5,False,6.0
27,64,Low,High School,65,1,0.5,12,5,7,17,False,53.0
23,73,Medium,Postgraduate,67,2,0.5,0,5,3,5,False,16.0
19,63,Medium,College,63,2,1.0,12,10,-1,22,False,29.5
17,63,Low,Postgraduate,63,1,0.5,12,5,-3,17,False,54.0
26,68,Medium,Postgraduate,69,2,0.5,12,5,6,17,False,24.5
11,79,High,High School,68,3,0.5,12,5,-9,17,False,12.666666666666666
14,91,Low,College,68,1,0.5,12,5,-6,17,False,26.0
18,79,Low,High School,69,1,0.5,12,5,-2,17,False,38.0
27,73,High,High School,73,3,0.5,12,5,7,17,False,14.666666666666666
22,63,Low,High School,66,1,0.5,12,5,2,17,False,54.0
14,82,Medium,College,68,2,0.5,12,5,-6,17,False,17.5
18,71,Medium,Postgraduate,65,2,0.5,0,5,-2,5,False,17.0
16,85,Low,High School,67,1,2.0,0,15,-4,15,False,30.0
16,99,Medium,College,70,2,0.5,0,5,-4,5,False,3.0
26,64,Low,High School,66,1,1.0,0,10,6,10,False,46.0
12,68,Low,Postgraduate,64,1,1.0,0,10,-8,10,False,42.0
30,79,Low,High School,69,1,0.5,0,5,10,5,False,26.0
25,99,Medium,College,71,2,2.0,0,15,5,15,False,8.0
27,91,Low,Postgraduate,68,1,1.0,0,10,7,10,False,19.0
17,96,Medium,College,68,2,1.0,0,10,-3,10,False,7.0
19,73,Medium,College,66,2,0.5,12,5,-1,17,False,22.0
11,100,Medium,Postgraduate,70,2,0.5,0,5,-9,5,False,2.5
17,64,High,Postgraduate,65,3,0.5,0,5,-3,5,False,13.666666666666666
23,62,Medium,High School,63,2,0.5,12,5,3,17,False,27.5
28,94,Medium,High School,70,2,1.0,12,10,8,22,False,14.0
13,97,High,Postgraduate,67,3,1.0,12,10,-7,22,False,8.333333333333334
18,64,Medium,High School,63,2,0.5,0,5,-2,5,False,20.5
19,65,Low,Postgraduate,64,1,1.0,0,10,-1,10,False,45.0
12,61,High,High School,60,3,1.0,12,10,-8,22,False,20.333333333333332
24,64,Low,High School,62,1,0.5,12,5,4,17,False,53.0
16,68,Low,High School,65,1,0.5,0,5,-4,5,False,37.0
19,99,High,Postgraduate,69,3,0.5,0,5,-1,5,False,2.0
17,87,Low,College,68,1,1.0,12,10,-3,22,False,35.0
15,91,Medium,High School,66,2,1.0,0,10,-5,10,False,9.5
20,91,Low,Postgraduate,72,1,0.5,12,5,0,17,False,26.0
19,81,High,High School,68,3,0.5,12,5,-1,17,False,12.0
18,92,High,High School,69,3,1.0,0,10,-2,10,False,6.0
16,84,High,High School,65,3,1.0,0,10,-4,10,False,8.666666666666666
22,73,Low,High School,65,1,0.5,12,5,2,17,False,44.0
30,82,Low,High School,70,1,0.5,12,5,10,17,False,35.0
21,81,Medium,College,67,2,1.0,12,10,1,22,False,20.5
26,93,Low,College,73,1,0.5,0,5,6,5,False,12.0
12,99,Medium,College,70,2,0.5,0,5,-8,5,False,3.0
21,76,High,High School,66,3,1.0,12,10,1,22,False,15.333333333333334
13,91,Low,Postgraduate,68,1,0.5,12,5,-7,17,False,26.0
11,64,Low,College,61,1,1.0,12,10,-9,22,False,58.0
16,91,High,Postgraduate,70,3,0.5,0,5,-4,5,False,4.666666666666667
27,75,Medium,Postgraduate,66,2,0.5,12,5,7,17,False,21.0
26,62,Low,College,67,1,0.5,12,5,6,17,False,55.0
21,75,Medium,Postgraduate,69,2,0.5,0,5,1,5,False,15.0
11,84,Medium,High School,64,2,0.5,12,5,-9,17,False,16.5
19,65,High,College,65,3,1.0,12,10,-1,22,False,19.0
22,97,Medium,College,75,2,0.5,12,5,2,17,False,10.0
21,63,Medium,High School,63,2,2.0,0,15,1,15,False,26.0
9,97,Medium,College,69,2,0.5,0,5,-11,5,False,4.0
15,88,Medium,High School,68,2,0.5,12,5,-5,17,False,14.5
20,73,High,College,66,3,0.5,12,5,0,17,False,14.666666666666666
23,76,High,High School,66,3,1.0,12,10,3,22,False,15.333333333333334
7,90,Medium,College,66,2,0.5,12,5,-13,17,False,13.5
19,84,Medium,College,68,2,0.5,12,5,-1,17,False,16.5
21,87,Low,High School,65,1,1.0,12,10,1,22,False,35.0
25,76,Low,College,70,1,0.5,0,5,5,5,False,29.0
24,80,High,High School,68,3,0.5,0,5,4,5,False,8.333333333333334
23,100,Medium,High School,70,2,0.5,0,5,3,5,False,2.5
15,69,Medium,High School,61,2,1.0,0,10,-5,10,False,20.5
9,77,Medium,High School,61,2,0.5,0,5,-11,5,False,14.0
18,72,Low,High School,64,1,1.0,0,10,-2,10,False,38.0
26,91,High,College,71,3,1.0,0,10,6,10,False,6.333333333333333
28,91,Medium,High School,72,2,1.0,12,10,8,22,False,15.5
24,72,Low,High School,66,1,0.5,12,5,4,17,False,45.0
23,63,Low,High School,63,1,2.0,12,15,3,27,True,64.0
22,60,Medium,College,62,2,0.5,0,5,2,5,False,22.5
19,76,Medium,High School,66,2,0.5,12,5,-1,17,False,20.5
30,100,Low,High School,72,1,1.0,0,10,10,10,False,10.0
14,79,Medium,College,68,2,0.5,12,5,-6,17,False,19.0
30,70,Medium,Postgraduate,70,2,0.5,0,5,10,5,False,17.5
18,96,Medium,High School,70,2,1.0,12,10,-2,22,False,13.0
28,80,Low,High School,73,1,0.5,0,5,8,5,False,25.0
12,84,High,High School,67,3,0.5,0,5,-8,5,False,7.0
24,64,Medium,Postgraduate,65,2,1.0,0,10,4,10,False,23.0
16,75,Medium,College,65,2,1.0,12,10,-4,22,False,23.5
12,98,High,High School,65,3,0.5,0,5,-8,5,False,2.3333333333333335
21,84,Medium,College,70,2,0.5,12,5,1,17,False,16.5
26,74,Medium,High School,66,2,2.0,12,15,6,27,True,26.5
15,85,Medium,College,65,2,0.5,12,5,-5,17,False,16.0
11,96,Low,High School,68,1,0.5,0,5,-9,5,False,9.0
19,71,High,High School,66,3,1.0,12,10,-1,22,False,17.0
19,80,Medium,College,65,2,0.5,12,5,-1,17,False,18.5
23,98,Low,High School,71,1,0.5,12,5,3,17,False,19.0
26,67,High,High School,65,3,0.5,12,5,6,17,False,16.666666666666668
20,89,Medium,College,70,2,0.5,12,5,0,17,False,14.0
31,85,Medium,College,69,2,1.0,12,10,11,22,False,18.5
21,87,High,High School,71,3,0.5,0,5,1,5,False,6.0
18,74,Medium,High School,67,2,0.5,12,5,-2,17,False,21.5
18,87,Low,College,82,1,0.5,0,5,-2,5,False,18.0
18,69,High,College,66,3,1.0,12,10,-2,22,False,17.666666666666668
26,77,Low,High School,66,1,0.5,12,5,6,17,False,40.0
23,68,Medium,High School,65,2,1.0,12,10,3,22,False,27.0
13,60,Medium,High School,61,2,0.5,0,5,-7,5,False,22.5
21,99,Medium,Postgraduate,72,2,0.5,0,5,1,5,False,3.0
24,77,Medium,High School,70,2,0.5,12,5,4,17,False,20.0
29,99,Medium,High School,71,2,1.0,12,10,9,22,False,11.5
25,66,Medium,High School,84,2,1.0,12,10,5,22,False,28.0
25,83,Low,College,72,1,1.0,12,10,5,22,False,39.0
20,68,Low,Postgraduate,67,1,0.5,12,5,0,17,False,49.0
22,92,Medium,Postgraduate,72,2,0.5,0,5,2,5,False,6.5
27,91,Medium,High School,70,2,1.0,12,10,7,22,False,15.5
12,65,Low,High School,62,1,1.0,0,10,-8,10,False,45.0
18,96,Medium,College,71,2,1.0,12,10,-2,22,False,13.0
15,68,High,High School,62,3,0.5,0,5,-5,5,False,12.333333333333334
22,85,Low,High School,68,1,0.5,12,5,2,17,False,32.0
27,99,Low,High School,74,1,0.5,0,5,7,5,False,6.0
16,95,Medium,High School,68,2,0.5,0,5,-4,5,False,5.0
6,98,High,Postgraduate,64,3,2.0,0,15,-14,15,False,5.666666666666667
18,74,Low,High School,65,1,1.0,12,10,-2,22,False,48.0
25,64,Low,College,66,1,0.5,12,5,5,17,False,53.0
23,68,Low,College,68,1,0.5,0,5,3,5,False,37.0
23,80,Low,High School,67,1,0.5,0,5,3,5,False,25.0
18,92,Medium,High School,67,2,1.0,12,10,-2,22,False,15.0
12,66,Medium,High School,63,2,1.0,12,10,-8,22,False,28.0
23,86,Low,College,71,1,0.5,12,5,3,17,False,31.0
15,73,Low,Postgraduate,63,1,1.0,0,10,-5,10,False,37.0
33,74,Medium,High School,66,2,0.5,0,5,13,5,False,15.5
23,86,Medium,High School,67,2,0.5,0,5,3,5,False,9.5
17,79,Medium,High School,66,2,1.0,12,10,-3,22,False,21.5
16,92,Medium,Postgraduate,70,2,1.0,12,10,-4,22,False,15.0
19,66,Medium,College,64,2,1.0,0,10,-1,10,False,22.0
19,92,High,Postgraduate,71,3,0.5,12,5,-1,17,False,8.333333333333334
27,63,Low,College,68,1,0.5,12,5,7,17,False,54.0
21,68,High,High School,64,3,0.5,12,5,1,17,False,16.333333333333332
16,86,Low,High School,66,1,0.5,12,5,-4,17,False,31.0
31,94,High,High School,72,3,0.5,0,5,11,5,False,3.6666666666666665
20,70,Medium,Postgraduate,66,2,0.5,12,5,0,17,False,23.5
16,81,Medium,High School,66,2,0.5,12,5,-4,17,False,18.0
22,68,Medium,Postgraduate,68,2,1.0,0,10,2,10,False,21.0
22,92,Medium,College,70,2,1.0,12,10,2,22,False,15.0
9,91,Low,College,64,1,1.0,0,10,-11,10,False,19.0
32,66,Medium,College,71,2,0.5,12,5,12,17,False,25.5
28,79,Low,College,72,1,0.5,12,5,8,17,False,38.0
18,91,Low,High School,71,1,0.5,12,5,-2,17,False,26.0
13,73,Medium,Postgraduate,63,2,0.5,0,5,-7,5,False,16.0
22,85,High,College,68,3,0.5,12,5,2,17,False,10.666666666666666
21,62,Medium,High School,63,2,0.5,0,5,1,5,False,21.5
22,84,High,High School,66,3,1.0,0,10,2,10,False,8.666666666666666
21,66,Medium,High School,63,2,2.0,12,15,1,27,True,30.5
23,93,Low,College,72,1,0.5,0,5,3,5,False,12.0
29,74,Low,Postgraduate,70,1,1.0,12,10,9,22,False,48.0
23,71,Low,College,65,1,0.5,12,5,3,17,False,46.0
14,94,Medium,College,67,2,1.0,12,10,-6,22,False,14.0
28,62,Low,High School,66,1,1.0,0,10,8,10,False,48.0
30,76,Medium,Postgraduate,69,2,2.0,12,15,10,27,True,25.5
39,75,High,College,73,3,0.5,12,5,19,17,False,14.0
13,71,Medium,Postgraduate,66,2,0.5,12,5,-7,17,False,23.0
21,96,Medium,High School,70,2,0.5,12,5,1,17,False,10.5
8,90,Low,College,68,1,0.5,0,5,-12,5,False,15.0
23,63,Medium,High School,65,2,2.0,12,15,3,27,True,32.0
17,89,Low,Postgraduate,67,1,1.0,0,10,-3,10,False,21.0
32,81,High,High School,71,3,1.0,0,10,12,10,False,9.666666666666666
15,96,Low,High School,70,1,0.5,0,5,-5,5,False,9.0
10,73,Low,High School,61,1,1.0,12,10,-10,22,False,49.0
17,83,Medium,High School,69,2,0.5,12,5,-3,17,False,17.0
8,80,Low,Postgraduate,63,1,0.5,12,5,-12,17,False,37.0
25,80,Low,College,67,1,1.0,12,10,5,22,False,42.0
8,78,Medium,College,65,2,0.5,12,5,-12,17,False,19.5
20,68,Low,High School,63,1,0.5,12,5,0,17,False,49.0
8,90,High,Postgraduate,67,3,0.5,0,5,-12,5,False,5.0
18,78,Low,Postgraduate,66,1,1.0,12,10,-2,22,False,44.0
30,98,Low,Postgraduate,72,1,1.0,12,10,10,22,False,24.0
22,70,Low,High School,68,1,0.5,0,5,2,5,False,35.0
15,87,Low,High School,67,1,1.0,12,10,-5,22,False,35.0
20,98,High,Postgraduate,72,3,1.0,12,10,0,22,False,8.0
20,87,Low,High School,66,1,2.0,12,15,0,27,True,40.0
23,95,Medium,High School,73,2,0.5,12,5,3,17,False,11.0
12,93,High,Postgraduate,71,3,1.0,12,10,-8,22,False,9.666666666666666
24,74,Low,High School,65,1,1.0,12,10,4,22,False,48.0
4,84,Medium,High School,65,2,0.5,12,5,-16,17,False,16.5
16,66,Medium,High School,65,2,0.5,12,5,-4,17,False,25.5
17,81,Medium,College,68,2,0.5,12,5,-3,17,False,18.0
24,69,High,College,70,3,0.5,0,5,4,5,False,12.0
20,90,Medium,High School,68,2,0.5,12,5,0,17,False,13.5
12,81,Low,High School,62,1,0.5,12,5,-8,17,False,36.0
14,76,Low,College,66,1,0.5,0,5,-6,5,False,29.0
21,71,Low,College,65,1,0.5,0,5,1,5,False,34.0
20,100,Low,College,71,1,0.5,12,5,0,17,False,17.0
17,63,Medium,High School,61,2,1.0,0,10,-3,10,False,23.5
17,62,High,High School,63,3,1.0,0,10,-3,10,False,16.0
24,69,Medium,High School,67,2,0.5,12,5,4,17,False,24.0
17,99,High,Postgraduate,70,3,0.5,0,5,-3,5,False,2.0
19,99,Medium,Postgraduate,73,2,0.5,12,5,-1,17,False,9.0
11,95,Low,Postgraduate,69,1,0.5,12,5,-9,17,False,22.0
9,69,Medium,College,61,2,1.0,12,10,-11,22,False,26.5
16,66,Medium,High School,64,2,1.0,12,10,-4,22,False,28.0
18,64,High,High School,61,3,1.0,12,10,-2,22,False,19.333333333333332
15,64,Low,College,63,1,0.5,0,5,-5,5,False,41.0
18,83,Low,High School,65,1,0.5,12,5,-2,17,False,34.0
30,91,Low,Postgraduate,73,1,0.5,0,5,10,5,False,14.0
25,75,High,Postgraduate,68,3,0.5,12,5,5,17,False,14.0
25,99,Medium,College,72,2,0.5,0,5,5,5,False,3.0
12,77,Medium,College,62,2,2.0,12,15,-8,27,True,25.0
13,66,Medium,Postgraduate,63,2,1.0,12,10,-7,22,False,28.0
3,79,Medium,Postgraduate,58,2,2.0,12,15,-17,27,True,24.0
15,87,High,High School,68,3,0.5,0,5,-5,5,False,6.0
26,93,Medium,High School,74,2,0.5,12,5,6,17,False,12.0
23,78,Medium,High School,68,2,0.5,12,5,3,17,False,19.5
19,84,High,High School,67,3,0.5,12,5,-1,17,False,11.0
20,71,Medium,High School,65,2,0.5,12,5,0,17,False,23.0
16,86,Low,High School,63,1,1.0,12,10,-4,22,False,36.0
21,99,Medium,Postgraduate,71,2,0.5,0,5,1,5,False,3.0
25,62,Medium,College,62,2,2.0,12,15,5,27,True,32.5
10,95,Low,High School,66,1,2.0,12,15,-10,27,True,32.0
22,82,Low,Postgraduate,65,1,0.5,0,5,2,5,False,23.0
26,70,Low,High School,66,1,1.0,0,10,6,10,False,40.0
18,98,Medium,College,71,2,0.5,0,5,-2,5,False,3.5
24,79,Low,High School,68,1,0.5,0,5,4,5,False,26.0
37,73,High,High School,72,3,1.0,12,10,17,22,False,16.333333333333332
19,67,Medium,Postgraduate,66,2,0.5,0,5,-1,5,False,19.0
22,70,High,Postgraduate,66,3,1.0,12,10,2,22,False,17.333333333333332
16,93,Low,High School,67,1,1.0,0,10,-4,10,False,17.0
21,85,High,Postgraduate,71,3,1.0,12,10,1,22,False,12.333333333333334
23,97,High,Postgraduate,72,3,2.0,12,15,3,27,True,10.0
21,69,Low,Postgraduate,64,1,0.5,0,5,1,5,False,36.0
14,65,Low,High School,60,1,0.5,0,5,-6,5,False,40.0
21,60,Medium,High School,64,2,0.5,0,5,1,5,False,22.5
29,80,Medium,College,70,2,0.5,12,5,9,17,False,18.5
23,100,Medium,College,72,2,0.5,12,5,3,17,False,8.5
26,88,Low,High School,68,1,1.0,0,10,6,10,False,22.0
19,72,Medium,High School,62,2,0.5,12,5,-1,17,False,22.5
24,95,Low,High School,68,1,2.0,0,15,4,15,False,20.0
14,61,Medium,Postgraduate,60,2,0.5,12,5,-6,17,False,28.0
22,93,Low,Postgraduate,72,1,0.5,0,5,2,5,False,12.0
14,72,Medium,High School,65,2,0.5,0,5,-6,5,False,16.5
16,66,Low,High School,63,1,0.5,0,5,-4,5,False,39.0
21,69,Medium,Postgraduate,66,2,0.5,12,5,1,17,False,24.0
22,79,Medium,High School,65,2,0.5,0,5,2,5,False,13.0
13,77,Medium,Postgraduate,65,2,1.0,0,10,-7,10,False,16.5
26,72,Low,High School,67,1,0.5,0,5,6,5,False,33.0
23,67,Low,College,65,1,1.0,0,10,3,10,False,43.0
16,90,High,High School,67,3,1.0,0,10,-4,10,False,6.666666666666667
11,100,Low,Postgraduate,66,1,0.5,12,5,-9,17,False,17.0
19,91,High,High School,71,3,0.5,12,5,-1,17,False,8.666666666666666
17,72,Medium,Postgraduate,64,2,1.0,0,10,-3,10,False,19.0
21,70,Medium,High School,61,2,2.0,0,15,1,15,False,22.5
18,69,High,High School,65,3,0.5,12,5,-2,17,False,16.0
8,65,Medium,High School,61,2,0.5,0,5,-12,5,False,20.0
18,82,Low,High School,64,1,0.5,0,5,-2,5,False,23.0
18,84,Low,College,69,1,0.5,12,5,-2,17,False,33.0
24,88,Medium,High School,71,2,0.5,12,5,4,17,False,14.5
16,87,Medium,College,70,2,0.5,0,5,-4,5,False,9.0
30,72,Low,College,70,1,1.0,12,10,10,22,False,50.0
9,73,Low,High School,62,1,0.5,12,5,-11,17,False,44.0
28,87,Medium,Postgraduate,73,2,0.5,0,5,8,5,False,9.0
19,74,Medium,College,66,2,0.5,0,5,-1,5,False,15.5
25,69,High,Postgraduate,66,3,1.0,12,10,5,22,False,17.666666666666668
20,75,High,College,66,3,0.5,0,5,0,5,False,10.0
27,71,High,College,66,3,2.0,12,15,7,27,True,18.666666666666668
18,64,Medium,High School,65,2,0.5,12,5,-2,17,False,26.5
13,93,Medium,Postgraduate,67,2,0.5,0,5,-7,5,False,6.0
29,94,Low,College,76,1,0.5,0,5,9,5,False,11.0
19,69,High,High School,66,3,1.0,12,10,-1,22,False,17.666666666666668
21,63,High,High School,63,3,0.5,12,5,1,17,False,18.0
27,90,Medium,College,71,2,1.0,0,10,7,10,False,10.0
14,68,Medium,College,63,2,1.0,0,10,-6,10,False,21.0
24,76,High,College,67,3,1.0,12,10,4,22,False,15.333333333333334
16,63,High,High School,63,3,0.5,12,5,-4,17,False,18.0
19,69,High,High School,66,3,1.0,12,10,-1,22,False,17.666666666666668
20,92,High,College,72,3,0.5,12,5,0,17,False,8.333333333333334
11,92,Medium,Postgraduate,70,2,0.5,12,5,-9,17,False,12.5
15,68,Medium,College,62,2,0.5,12,5,-5,17,False,24.5
28,73,Medium,College,69,2,1.0,12,10,8,22,False,24.5
25,65,Medium,High School,66,2,0.5,12,5,5,17,False,26.0
20,63,High,High School,64,3,0.5,12,5,0,17,False,18.0
21,100,Low,High School,70,1,0.5,12,5,1,17,False,17.0
18,86,Low,High School,67,1,0.5,0,5,-2,5,False,19.0
28,82,Medium,Postgraduate,71,2,0.5,12,5,8,17,False,17.5
19,91,High,Postgraduate,69,3,0.5,0,5,-1,5,False,4.666666666666667
21,94,Medium,College,70,2,0.5,0,5,1,5,False,5.5
27,92,Low,College,70,1,0.5,12,5,7,17,False,25.0
15,61,Medium,Postgraduate,61,2,1.0,12,10,-5,22,False,30.5
29,67,Medium,High School,65,2,0.5,0,5,9,5,False,19.0
11,86,High,High School,67,3,0.5,12,5,-9,17,False,10.333333333333334
30,75,High,Postgraduate,70,3,0.5,12,5,10,17,False,14.0
19,87,Low,Postgraduate,68,1,0.5,12,5,-1,17,False,30.0
9,98,Medium,College,69,2,0.5,0,5,-11,5,False,3.5
